Sequence,Order,Suborder,Infraorder,Family,Genus,Scientific_name,Adult survival,Age at first breeding,Maximum longevity,Z,GenFLS,GenFL,GenFS,GenLength,Priority for research,
1594,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Carpococcyx,Carpococcyx viridis,0.82932386,2.071763343,14.58321982,0.193790565,5.831570908,4.496365563,6.93081312,5.831570908,Low,
1595,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Carpococcyx,Carpococcyx renauldi,0.815459284,2.238877076,15.47077592,0.193790565,5.803698935,4.803094229,6.657735427,5.803698935,Low,
1596,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus milo,0.838509966,2.229950518,11.18674657,0.193790565,5.347563898,3.965693086,7.422283105,5.347563898,Low,
1597,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus ateralbus,0.822488215,2.19919915,10.20215522,0.193790565,4.959738572,3.750096528,6.832627939,4.959738572,Low,
1598,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus menbeki,0.812699214,2.280269154,11.4250666,0.193790565,5.181693078,4.052444618,6.619275046,5.181693078,Low,
1599,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus chalybeus,0.799892972,1.787784883,8.825101481,0.193790565,4.174431063,3.151550443,5.785110614,4.174431063,Low,
1600,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus unirufus,0.771557476,1.692209895,8.684626794,0.193790565,3.920678999,3.047274317,5.069678601,3.920678999,Low,
1601,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus chlororhynchos,0.794325745,1.983557282,9.379158001,0.193790565,4.338947043,3.416754924,5.845614519,4.338947043,Low,
1602,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus melanops,0.787984011,1.753795207,8.826641962,0.193790565,4.07367728,3.124446176,5.470420612,4.07367728,Low,
1603,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus steerii,0.778044683,1.71745105,8.752063264,0.193790565,3.981916834,3.080692526,5.22286238,3.981916834,Low,
1604,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus rectunguis,0.799210114,1.778719325,8.770705864,0.193790565,4.161527688,3.133700347,5.759049858,4.161527688,Low,
1605,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus celebensis,0.798792908,1.787784883,8.8502348,0.193790565,4.168248989,3.156421043,5.757788624,4.168248989,Low,
1606,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus anselli,0.761428257,1.666586724,8.565309442,0.193790565,3.839155324,3.003494097,4.858197966,3.839155324,Low,
1607,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus leucogaster,0.818533773,2.157783657,10.04218519,0.193790565,4.890765411,3.685706285,6.668450939,4.890765411,Low,
1608,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus senegalensis,0.705716194,1.797059064,8.81272135,0.193790565,3.670685563,3.156628222,4.195139351,3.670685563,Low,
1609,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus monachus,0.733873266,1.933499673,9.37571592,0.193790565,3.956211155,3.375730964,4.691107881,3.956211155,Low,
1610,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus cupreicaudus,0.752363376,2.070797034,10.34442206,0.193790565,4.355610967,3.674147502,5.108971937,4.355610967,Low,
1611,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus superciliosus,0.726402969,1.570546754,8.630678858,0.193790565,3.55327049,2.938733743,4.225557177,3.55327049,Low,
1612,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus nigrorufus,0.80879869,2.061866246,9.647101084,0.193790565,4.727298062,3.531813191,6.291955935,4.727298062,Low,
1613,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus sinensis,0.791786043,1.923881484,10.70921306,0.193790565,4.654333604,3.626395854,5.726633492,4.654333604,Low,
1614,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus andamanensis,0.792349725,1.966702996,9.473503018,0.193790565,4.311017342,3.421450014,5.782492428,4.311017342,Low,
1615,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus goliath,0.829385235,2.051909919,10.09402433,0.193790565,4.860659906,3.610395815,6.913067363,4.860659906,Low,
1616,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus toulou,0.782652464,1.804002475,9.994055795,0.193790565,4.290472181,3.391157535,5.4049288,4.290472181,Low,
1617,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus grillii,0.689087459,1.483797551,7.266368286,0.142143345,3.14256169,2.305751498,3.700136129,3.14256169,Low,
1618,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus viridis,0.751972556,1.714720774,8.387299169,0.193790565,3.645047729,3.007803511,4.746532673,3.645047729,Low,
1619,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus bengalensis,0.754429833,1.730844779,8.557900965,0.193790565,3.865028793,3.053863855,4.803000661,3.865028793,Low,
1620,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus violaceus,0.81143471,2.197228135,10.4304832,0.193790565,4.880907544,3.792755286,6.500431073,4.880907544,Low,
1621,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus bernsteini,0.790518744,1.901758088,8.829161806,0.193790565,4.235819173,3.244223568,5.675454881,4.235819173,Low,
1622,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus phasianinus,0.784728356,2.004604852,10.11072384,0.193790565,4.505134203,3.575494231,5.649898498,4.505134203,Low,
1623,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Centropus,Centropus spilopterus,0.795220383,1.787784883,8.931642707,0.193790565,4.148192317,3.172197127,5.6710834,4.148192317,Low,
1624,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Rhinortha,Rhinortha chlorophaea,0.714316173,1.458013809,9.545057793,0.142143345,3.600132677,2.607533292,3.958386968,3.600132677,Low,
1625,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Ceuthmochares,Ceuthmochares aereus,0.699846877,1.332516493,9.784280891,0.142143345,3.374116574,2.533878556,3.664149328,3.374116574,Low,
1626,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Ceuthmochares,Ceuthmochares australis,0.6225,1.124760405,7.87125,0.142143345,2.589218939,2.083729003,2.773767028,2.589218939,Low,
1627,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Taccocua,Taccocua leschenaultii,0.778651413,1.856662819,13.05417129,0.193790565,4.747196521,4.026634312,5.374423757,4.747196521,Low,
1628,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Zanclostomus,Zanclostomus javanicus,0.762848294,1.530132507,10.77286408,0.193790565,4.031722795,3.321286681,4.746842633,4.031722795,Low,
1629,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus pyrrhocephalus,0.71764246,1.712979578,13.10200116,0.193790565,4.026418325,3.920064505,4.254588561,4.026418325,Low,
1630,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus viridirostris,0.746916538,1.597969497,10.86290064,0.193790565,3.977956144,3.393425738,4.549235187,3.977956144,Low,
1631,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus diardi,0.733625287,1.372866643,9.697039903,0.142143345,3.654030477,2.556092475,4.126976741,3.654030477,Low,
1632,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus sumatranus,0.763194125,1.700743849,10.96409615,0.193790565,4.205010214,3.495894125,4.923612053,4.205010214,Low,
1633,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus tristis,0.741788338,1.650544337,11.64686901,0.193790565,4.095738821,3.587737743,4.523336109,4.095738821,Low,
1634,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus curvirostris,0.772547753,1.811127825,11.77405116,0.193790565,4.524133143,3.741848367,5.207655066,4.524133143,Low,
1635,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Phaenicophaeus,Phaenicophaeus oeneicaudus,0.6225,1.124760405,7.87125,0.142143345,2.589218939,2.083729003,2.773767028,2.589218939,Low,
1636,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Dasylophus,Dasylophus superciliosus,0.752202437,1.56619343,11.44428774,0.193790565,3.986155716,3.480474907,4.601745628,3.986155716,Low,
1637,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Lepidogrammus,Lepidogrammus cumingi,0.768111627,1.667878464,12.17838004,0.193790565,4.341169701,3.704714503,4.980298216,4.341169701,Low,
1638,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Rhamphococcyx,Rhamphococcyx calyorhynchus,0.762367357,1.536437219,10.85430505,0.193790565,4.034308473,3.342152091,4.744613282,4.034308473,Low,
1639,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Clamator,Clamator jacobinus,0.719025239,1.020391186,10.20945816,0.142143345,3.195911605,2.326555903,3.579429715,3.195911605,Low,
1640,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Clamator,Clamator levaillantii,0.704114786,1.064037149,11.08390226,0.142143345,3.206737208,2.488294292,3.443726139,3.206737208,Low,
1641,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Clamator,Clamator coromandus,0.688188804,1.008246101,10.65410359,0.142143345,3.031932998,2.37934055,3.215315035,3.031932998,Low,
1642,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Clamator,Clamator glandarius,0.6225,1,6.502571118,0.142143345,2.385921289,1.782153865,2.649006623,2.385921289,Low,
1643,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccycua,Coccycua minuta,0.717849287,1.438575038,9.420745084,0.142143345,3.502935475,2.573187389,3.982780152,3.502935475,Low,
1644,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccycua,Coccycua pumila,0.695671132,1.368323208,9.179585312,0.142143345,3.297153069,2.478642132,3.654242176,3.297153069,Low,
1645,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccycua,Coccycua cinerea,0.6546301,1.342786943,9.851763401,0.142143345,3.091583137,2.552281319,3.238233246,3.091583137,Low,
1646,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Piaya,Piaya mexicana,0.6225,1.124760405,7.87125,0.142143345,2.589218939,2.083729003,2.773767028,2.589218939,Low,
1647,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Piaya,Piaya cayana,0.751771418,1.66989506,11.22772374,0.193790565,4.086583672,3.52211208,4.698440008,4.086583672,Low,
1648,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Piaya,Piaya melanogaster,0.757751844,1.513012474,10.70843784,0.193790565,3.975342219,3.294999151,4.641010872,3.975342219,Low,
1649,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus americanus,0.645,1.056903541,6.726434084,0.142143345,2.532871766,1.862789577,2.873804949,2.532871766,Low,
1650,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus euleri,0.710144408,1.185844541,6.460464544,0.142143345,2.753078335,1.935596672,3.635838357,2.753078335,Low,
1651,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus minor,0.721471744,1.233534113,6.89894479,0.142143345,3.030901654,2.038834537,3.823834122,3.030901654,Low,
1652,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus ferrugineus,0.699950775,1.077407416,6.340559576,0.142143345,2.610561402,1.825529469,3.410193895,2.610561402,Low,
1653,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus melacoryphus,0.66816755,1.086554164,6.119479725,0.142143345,2.51406931,1.801951038,3.100123211,2.51406931,Low,
1654,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus erythropthalmus,0.649186922,1.050169446,6.795604766,0.142143345,2.543153489,1.866844841,2.900690315,2.543153489,Low,
1655,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus lansbergi,0.688735562,1.132078322,6.224092163,0.142143345,2.627833854,1.855874202,3.3447807,2.627833854,Low,
1656,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus pluvialis,0.698127641,1.445221426,8.543707839,0.142143345,3.38880871,2.454224029,3.757879807,3.38880871,Low,
1657,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus rufigularis,0.746033026,1.488976168,8.607126861,0.142143345,3.732554484,2.500773918,4.426496013,3.732554484,Low,
1658,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus merlini,0.784771252,1.411028997,9.104290422,0.142143345,3.911849169,2.50457491,5.05724847,3.911849169,Low,
1659,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus bahamensis,0.645,0.999452355,5.861111111,0.142143345,2.350806731,1.690504793,2.816353763,2.350806731,Low,
1660,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus vetula,0.68154176,1.263081132,7.714300644,0.142143345,3.012609755,2.180079053,3.403210274,3.012609755,Low,
1661,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus longirostris,0.752084499,1.29616585,7.438726148,0.142143345,3.226984077,2.169289918,4.329798261,3.226984077,Low,
1662,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Coccyzus,Coccyzus vieilloti,0.748605075,1.222555099,7.807954224,0.142143345,3.324952249,2.158625759,4.20036014,3.324952249,Low,
1663,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Nannococcyx,Nannococcyx psix,0.6225,1.124760405,7.87125,0.142143345,2.589218939,2.083729003,2.773767028,2.589218939,Low,
1664,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Pachycoccyx,Pachycoccyx audeberti,0.749292307,1.513097564,10.9135813,0.193790565,3.911004973,3.334822618,4.501806439,3.911004973,Low,
1665,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Microdynamis,Microdynamis parva,0.685700964,1.41206951,10.94863289,0.142143345,3.417647356,2.767628529,3.593752829,3.417647356,Low,
1666,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Eudynamys,Eudynamys scolopaceus,0.775088293,2.148312432,16.58127067,0.193790565,5.318335143,4.945283564,5.59450162,5.318335143,Low,
1667,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Eudynamys,Eudynamys orientalis,0.727359332,1.855884993,12.26636709,0.193790565,4.181795374,3.873338201,4.523716382,4.181795374,Low,
1668,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Urodynamis,Urodynamis taitensis,0.784993423,1.927037493,14.10747916,0.193790565,4.994236342,4.287492166,5.578058006,4.994236342,Low,
1669,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Scythrops,Scythrops novaehollandiae,0.772490482,2.35626842,12.74631218,0.193790565,5.184188001,4.369760871,5.751688923,5.184188001,Low,
1670,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Chalcites,Chalcites megarhynchus,0.693247574,1.20448975,8.578101161,0.142143345,3.118823967,2.252599541,3.464447668,3.118823967,Low,
1671,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Chalcites,Chalcites basalis,0.750450731,1.535371457,10.71515484,0.193790565,3.942044599,3.314326865,4.542596179,3.942044599,Low,
1672,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Chalcites,Chalcites osculans,0.715977189,1.482494002,10.26874224,0.142143345,3.636356457,2.731400717,4.003337967,3.636356457,Low,
1673,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Chalcites,Chalcites ruficollis,0.666672729,1.113929783,7.985664697,0.142143345,2.789138184,2.09070117,3.113984345,2.789138184,Low,
1674,CUCULIFORMES,CUCULIFORMES,CUCULIFORMES,Cuculidae,Chalcites,Chalcites lucidus,0.702523556,1.415563814,10.00186996,0.142143345,3.475515672,2.636050091,3.777174524,3.475515672,Low,
